Domain Code,Domain,Area Code (M49),Area,Year Code,Year,Item Code,Item,Months Code,Months,Element Code,Element,Unit,Value,Flag,Flag Description,Note
"CP","Consumer Price Indices","150","Europe","2016","2016","230122","Consumer Prices, General Indices (2015 = 100), median","7005","May","6125","Value","Index","100.5","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2016","2016","230122","Consumer Prices, General Indices (2015 = 100), median","7006","June","6125","Value","Index","100.615109","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2016","2016","230122","Consumer Prices, General Indices (2015 = 100), median","7007","July","6125","Value","Index","100.522235","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2016","2016","230122","Consumer Prices, General Indices (2015 = 100), median","7008","August","6125","Value","Index","100.49105","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2016","2016","230122","Consumer Prices, General Indices (2015 = 100), median","7009","September","6125","Value","Index","100.530689","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2016","2016","230122","Consumer Prices, General Indices (2015 = 100), median","7010","October","6125","Value","Index","100.79175","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2016","2016","230122","Consumer Prices, General Indices (2015 = 100), median","7011","November","6125","Value","Index","100.8","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2016","2016","230122","Consumer Prices, General Indices (2015 = 100), median","7012","December","6125","Value","Index","101.052316","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2017","2017","230122","Consumer Prices, General Indices (2015 = 100), median","7001","January","6125","Value","Index","101.28494","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2017","2017","230122","Consumer Prices, General Indices (2015 = 100), median","7002","February","6125","Value","Index","101.482958","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2017","2017","230122","Consumer Prices, General Indices (2015 = 100), median","7003","March","6125","Value","Index","101.672249","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2017","2017","230122","Consumer Prices, General Indices (2015 = 100), median","7004","April","6125","Value","Index","102.01","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2017","2017","230122","Consumer Prices, General Indices (2015 = 100), median","7005","May","6125","Value","Index","102.110276","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2017","2017","230122","Consumer Prices, General Indices (2015 = 100), median","7006","June","6125","Value","Index","102.128144","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2017","2017","230122","Consumer Prices, General Indices (2015 = 100), median","7007","July","6125","Value","Index","101.977163","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2017","2017","230122","Consumer Prices, General Indices (2015 = 100), median","7008","August","6125","Value","Index","102.278111","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2017","2017","230122","Consumer Prices, General Indices (2015 = 100), median","7009","September","6125","Value","Index","102.506193","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2017","2017","230122","Consumer Prices, General Indices (2015 = 100), median","7010","October","6125","Value","Index","102.57355","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2017","2017","230122","Consumer Prices, General Indices (2015 = 100), median","7011","November","6125","Value","Index","102.73259","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2017","2017","230122","Consumer Prices, General Indices (2015 = 100), median","7012","December","6125","Value","Index","102.942322","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2018","2018","230122","Consumer Prices, General Indices (2015 = 100), median","7001","January","6125","Value","Index","102.729521","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2018","2018","230122","Consumer Prices, General Indices (2015 = 100), median","7002","February","6125","Value","Index","102.730033","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2018","2018","230122","Consumer Prices, General Indices (2015 = 100), median","7003","March","6125","Value","Index","102.972229","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2018","2018","230122","Consumer Prices, General Indices (2015 = 100), median","7004","April","6125","Value","Index","103.351784","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2018","2018","230122","Consumer Prices, General Indices (2015 = 100), median","7005","May","6125","Value","Index","103.9051","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2018","2018","230122","Consumer Prices, General Indices (2015 = 100), median","7006","June","6125","Value","Index","104.04365","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2018","2018","230122","Consumer Prices, General Indices (2015 = 100), median","7007","July","6125","Value","Index","104.214016","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2018","2018","230122","Consumer Prices, General Indices (2015 = 100), median","7008","August","6125","Value","Index","104.409277","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2018","2018","230122","Consumer Prices, General Indices (2015 = 100), median","7009","September","6125","Value","Index","104.646216","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2018","2018","230122","Consumer Prices, General Indices (2015 = 100), median","7010","October","6125","Value","Index","104.84785","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2018","2018","230122","Consumer Prices, General Indices (2015 = 100), median","7011","November","6125","Value","Index","104.66185","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2018","2018","230122","Consumer Prices, General Indices (2015 = 100), median","7012","December","6125","Value","Index","104.453849","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2019","2019","230122","Consumer Prices, General Indices (2015 = 100), median","7001","January","6125","Value","Index","104.203888","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2019","2019","230122","Consumer Prices, General Indices (2015 = 100), median","7002","February","6125","Value","Index","104.94485","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2019","2019","230122","Consumer Prices, General Indices (2015 = 100), median","7003","March","6125","Value","Index","105.336588","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2019","2019","230122","Consumer Prices, General Indices (2015 = 100), median","7004","April","6125","Value","Index","105.606968","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2019","2019","230122","Consumer Prices, General Indices (2015 = 100), median","7005","May","6125","Value","Index","105.79865","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2019","2019","230122","Consumer Prices, General Indices (2015 = 100), median","7006","June","6125","Value","Index","105.95645","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2019","2019","230122","Consumer Prices, General Indices (2015 = 100), median","7007","July","6125","Value","Index","106.152222","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2019","2019","230122","Consumer Prices, General Indices (2015 = 100), median","7008","August","6125","Value","Index","106.256228","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2019","2019","230122","Consumer Prices, General Indices (2015 = 100), median","7009","September","6125","Value","Index","106.280792","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2019","2019","230122","Consumer Prices, General Indices (2015 = 100), median","7010","October","6125","Value","Index","106.278826","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2019","2019","230122","Consumer Prices, General Indices (2015 = 100), median","7011","November","6125","Value","Index","106.243336","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2019","2019","230122","Consumer Prices, General Indices (2015 = 100), median","7012","December","6125","Value","Index","106.71635","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2020","2020","230122","Consumer Prices, General Indices (2015 = 100), median","7001","January","6125","Value","Index","106.09245","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2020","2020","230122","Consumer Prices, General Indices (2015 = 100), median","7002","February","6125","Value","Index","106.73575","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2020","2020","230122","Consumer Prices, General Indices (2015 = 100), median","7003","March","6125","Value","Index","106.7064","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2020","2020","230122","Consumer Prices, General Indices (2015 = 100), median","7004","April","6125","Value","Index","106.7902","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2020","2020","230122","Consumer Prices, General Indices (2015 = 100), median","7005","May","6125","Value","Index","107.03095","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2020","2020","230122","Consumer Prices, General Indices (2015 = 100), median","7006","June","6125","Value","Index","107.5039","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2020","2020","230122","Consumer Prices, General Indices (2015 = 100), median","7007","July","6125","Value","Index","107.640195","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2020","2020","230122","Consumer Prices, General Indices (2015 = 100), median","7008","August","6125","Value","Index","107.682299","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2020","2020","230122","Consumer Prices, General Indices (2015 = 100), median","7009","September","6125","Value","Index","107.75755","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2020","2020","230122","Consumer Prices, General Indices (2015 = 100), median","7010","October","6125","Value","Index","107.9119","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2020","2020","230122","Consumer Prices, General Indices (2015 = 100), median","7011","November","6125","Value","Index","107.57945","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2020","2020","230122","Consumer Prices, General Indices (2015 = 100), median","7012","December","6125","Value","Index","108.019792","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2021","2021","230122","Consumer Prices, General Indices (2015 = 100), median","7001","January","6125","Value","Index","107.7584","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2021","2021","230122","Consumer Prices, General Indices (2015 = 100), median","7002","February","6125","Value","Index","108.3802","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2021","2021","230122","Consumer Prices, General Indices (2015 = 100), median","7003","March","6125","Value","Index","108.61475","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2021","2021","230122","Consumer Prices, General Indices (2015 = 100), median","7004","April","6125","Value","Index","108.9922","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2021","2021","230122","Consumer Prices, General Indices (2015 = 100), median","7005","May","6125","Value","Index","109.1491","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2021","2021","230122","Consumer Prices, General Indices (2015 = 100), median","7006","June","6125","Value","Index","109.2988","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2021","2021","230122","Consumer Prices, General Indices (2015 = 100), median","7007","July","6125","Value","Index","109.587595","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2021","2021","230122","Consumer Prices, General Indices (2015 = 100), median","7008","August","6125","Value","Index","110.081776","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2021","2021","230122","Consumer Prices, General Indices (2015 = 100), median","7009","September","6125","Value","Index","110.5641","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2021","2021","230122","Consumer Prices, General Indices (2015 = 100), median","7010","October","6125","Value","Index","110.823149","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2021","2021","230122","Consumer Prices, General Indices (2015 = 100), median","7011","November","6125","Value","Index","111.223827","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2021","2021","230122","Consumer Prices, General Indices (2015 = 100), median","7012","December","6125","Value","Index","112.349154","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2022","2022","230122","Consumer Prices, General Indices (2015 = 100), median","7001","January","6125","Value","Index","113.022009","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2022","2022","230122","Consumer Prices, General Indices (2015 = 100), median","7002","February","6125","Value","Index","114.358574","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2022","2022","230122","Consumer Prices, General Indices (2015 = 100), median","7003","March","6125","Value","Index","116.490006","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2022","2022","230122","Consumer Prices, General Indices (2015 = 100), median","7004","April","6125","Value","Index","118.322031","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2022","2022","230122","Consumer Prices, General Indices (2015 = 100), median","7005","May","6125","Value","Index","118.99745","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2022","2022","230122","Consumer Prices, General Indices (2015 = 100), median","7006","June","6125","Value","Index","119.775","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2022","2022","230122","Consumer Prices, General Indices (2015 = 100), median","7007","July","6125","Value","Index","121.385","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2022","2022","230122","Consumer Prices, General Indices (2015 = 100), median","7008","August","6125","Value","Index","121.77815","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2022","2022","230122","Consumer Prices, General Indices (2015 = 100), median","7009","September","6125","Value","Index","123.0554","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2022","2022","230122","Consumer Prices, General Indices (2015 = 100), median","7010","October","6125","Value","Index","124.6501","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2022","2022","230122","Consumer Prices, General Indices (2015 = 100), median","7011","November","6125","Value","Index","124.575","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2022","2022","230122","Consumer Prices, General Indices (2015 = 100), median","7012","December","6125","Value","Index","125.42045","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2023","2023","230122","Consumer Prices, General Indices (2015 = 100), median","7001","January","6125","Value","Index","124.8709","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2023","2023","230122","Consumer Prices, General Indices (2015 = 100), median","7002","February","6125","Value","Index","125.90725","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2023","2023","230122","Consumer Prices, General Indices (2015 = 100), median","7003","March","6125","Value","Index","126.66405","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2000","2000","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7001","January","6125","Value","Index","70.282602","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2000","2000","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7002","February","6125","Value","Index","70.50951","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2000","2000","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7003","March","6125","Value","Index","70.749846","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2000","2000","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7004","April","6125","Value","Index","70.902825","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2000","2000","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7005","May","6125","Value","Index","71.071387","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2000","2000","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7006","June","6125","Value","Index","71.326234","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2000","2000","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7007","July","6125","Value","Index","71.388256","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2000","2000","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7008","August","6125","Value","Index","71.438684","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2000","2000","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7009","September","6125","Value","Index","71.825413","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2000","2000","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7010","October","6125","Value","Index","71.939595","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2000","2000","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7011","November","6125","Value","Index","72.151756","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2000","2000","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7012","December","6125","Value","Index","72.308636","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2001","2001","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7001","January","6125","Value","Index","72.265074","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2001","2001","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7002","February","6125","Value","Index","72.580065","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2001","2001","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7003","March","6125","Value","Index","72.836191","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2001","2001","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7004","April","6125","Value","Index","73.265962","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2001","2001","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7005","May","6125","Value","Index","73.667799","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2001","2001","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7006","June","6125","Value","Index","73.795522","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2001","2001","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7007","July","6125","Value","Index","73.666635","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2001","2001","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7008","August","6125","Value","Index","73.702567","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2001","2001","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7009","September","6125","Value","Index","73.882771","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2001","2001","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7010","October","6125","Value","Index","73.901816","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2001","2001","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7011","November","6125","Value","Index","73.899156","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2001","2001","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7012","December","6125","Value","Index","74.142553","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2002","2002","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7001","January","6125","Value","Index","74.351536","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2002","2002","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7002","February","6125","Value","Index","74.543054","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2002","2002","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7003","March","6125","Value","Index","74.845615","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2002","2002","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7004","April","6125","Value","Index","75.165906","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2002","2002","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7005","May","6125","Value","Index","75.336102","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2002","2002","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7006","June","6125","Value","Index","75.317031","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2002","2002","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7007","July","6125","Value","Index","75.236241","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2002","2002","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7008","August","6125","Value","Index","75.319558","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2002","2002","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7009","September","6125","Value","Index","75.519884","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2002","2002","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7010","October","6125","Value","Index","75.696321","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2002","2002","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7011","November","6125","Value","Index","75.719345","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2002","2002","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7012","December","6125","Value","Index","75.993926","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2003","2003","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7001","January","6125","Value","Index","76.105876","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2003","2003","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7002","February","6125","Value","Index","76.446651","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2003","2003","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7003","March","6125","Value","Index","76.753389","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2003","2003","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7004","April","6125","Value","Index","76.859155","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2003","2003","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7005","May","6125","Value","Index","76.837392","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2003","2003","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7006","June","6125","Value","Index","76.901388","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2003","2003","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7007","July","6125","Value","Index","76.827891","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2003","2003","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7008","August","6125","Value","Index","76.951044","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2003","2003","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7009","September","6125","Value","Index","77.168979","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2003","2003","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7010","October","6125","Value","Index","77.310842","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2003","2003","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7011","November","6125","Value","Index","77.381331","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2003","2003","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7012","December","6125","Value","Index","77.59452","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2004","2004","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7001","January","6125","Value","Index","77.591974","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2004","2004","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7002","February","6125","Value","Index","77.808099","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2004","2004","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7003","March","6125","Value","Index","78.104007","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2004","2004","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7004","April","6125","Value","Index","78.439606","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2004","2004","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7005","May","6125","Value","Index","78.726581","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2004","2004","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7006","June","6125","Value","Index","78.781215","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2004","2004","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7007","July","6125","Value","Index","78.689511","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2004","2004","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7008","August","6125","Value","Index","78.832961","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2004","2004","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7009","September","6125","Value","Index","78.923007","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2004","2004","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7010","October","6125","Value","Index","79.198851","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2004","2004","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7011","November","6125","Value","Index","79.263683","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2004","2004","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7012","December","6125","Value","Index","79.519732","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2005","2005","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7001","January","6125","Value","Index","79.319013","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2005","2005","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7002","February","6125","Value","Index","79.641932","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2005","2005","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7003","March","6125","Value","Index","80.051664","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2005","2005","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7004","April","6125","Value","Index","80.317001","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2005","2005","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7005","May","6125","Value","Index","80.496902","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2005","2005","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7006","June","6125","Value","Index","80.55789","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2005","2005","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7007","July","6125","Value","Index","80.599494","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2005","2005","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7008","August","6125","Value","Index","80.754779","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2005","2005","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7009","September","6125","Value","Index","81.030543","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2005","2005","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7010","October","6125","Value","Index","81.224791","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2005","2005","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7011","November","6125","Value","Index","81.170464","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2005","2005","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7012","December","6125","Value","Index","81.384672","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2006","2006","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7001","January","6125","Value","Index","81.331006","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2006","2006","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7002","February","6125","Value","Index","81.637096","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2006","2006","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7003","March","6125","Value","Index","81.884007","E","Estimated value","base year is 2015"
"CP","Consumer Price Indices","150","Europe","2006","2006","230121","Consumer Prices, General Indices (2015 = 100), weighted average","7004","April","6125","Value","Index","82.324365","E","Estimated value","base year is 2015"
